Data;(pył zawieszony PM2.5 [jednostka ug/m3]);(dwutlenek azotu [jednostka ug/m3]);(tlenek węgla [jednostka ug/m3]);(benzen [jednostka ug/m3]);(tlenki azotu [jednostka ug/m3]);(tlenek azotu [jednostka ug/m3]);(pył zawieszony PM10 [jednostka ug/m3])
2021-11-09 02:00;22.4;16.1;0.4;1.1;20.8;3.0;27.0
2021-11-09 03:00;21.6;19.0;0.4;1.0;25.6;4.3;26.1
2021-11-09 04:00;20.9;20.2;0.4;1.0;27.9;5.0;25.2
2021-11-09 05:00;21.5;21.7;0.4;0.9;35.1;8.7;25.6
2021-11-09 06:00;24.6;28.3;0.4;0.9;54.6;17.2;29.1
2021-11-09 07:00;23.0;35.6;0.5;0.9;105.2;45.5;27.4
2021-11-09 08:00;20.2;40.4;0.5;0.9;129.8;58.5;24.5
2021-11-09 09:00;19.7;37.0;0.5;0.9;109.9;47.7;24.3
2021-11-09 10:00;14.3;     ;18.6;;;;
2021-11-09 11:00;;;;;;;
2021-11-09 12:00;9.5;43.9;0.5; ;176.4;86.6;15.0
2021-11-09 13:00;12.2;53.6;0.6;1.3;178.1;81.4;20.4
2021-11-09 14:00;11.9;44.3;0.6;1.5;177.3;87.0;22.7
2021-11-09 15:00;10.4;49.5;0.6;1.4;205.6;102.0;21.0
2021-11-09 16:00;13.7;57.8;0.8;1.5;237.8;117.7;27.2
2021-11-09 17:00;18.6;70.6;0.9;1.7;283.8;139.4;33.9
2021-11-09 18:00;26.1;51.3;0.6;1.9;108.9;37.6;37.3
2021-11-09 19:00;50.4;52.5;0.8;2.1;106.3;35.1;66.0
2021-11-09 20:00;68.2;52.5;1.1;2.7;110.8;38.1;82.8
2021-11-09 21:00;93.8;56.2;1.5;3.8;204.0;96.7;111.2
2021-11-09 22:00;106.0;48.4;1.7;4.7;192.5;94.2;124.5
2021-11-09 23:00;82.1;37.7;1.5;5.7;153.3;75.6;95.2
2021-11-10 00:00;76.9;26.9;1.2;6.3;61.5;22.6;85.3
2021-11-10 01:00;55.6;22.3;0.9;6.5;43.6;13.9;62.0
2021-11-10 02:00;65.4;22.1;1.1;6.2;65.7;28.5;75.6
2021-11-10 03:00;86.0;25.1;1.2;6.4;70.8;29.9;97.9
2021-11-10 04:00;17.3;12.3;0.5;6.3;26.6;9.3;21.8
2021-11-10 05:00;35.9;15.8;0.6;5.1;97.3;53.2;45.0
2021-11-10 06:00;67.1;29.0;1.1;4.6;291.0;171.3;84.7
2021-11-10 07:00;69.8;35.9;1.6;4.9;434.9;260.9;91.7
2021-11-10 08:00;75.2;45.9;2.0;5.7;629.1;381.3;107.2
2021-11-10 09:00;67.1;58.1;1.7;6.2;601.1;355.0;95.8
2021-11-10 10:00;18.0;23.9;0.6;6.2;129.7;69.2;27.5
2021-11-10 11:00;9.5;10.4;0.3;5.2;29.0;12.2;15.6
2021-11-10 12:00;9.3;12.8;0.4;3.9;36.8;15.7;16.3
2021-11-10 13:00;9.1;11.0;0.3; ;27.6;10.9;14.7
2021-11-10 14:00;7.5;7.7;0.3;2.4;19.5;7.7;13.0
2021-11-10 15:00;8.5;13.3;0.3;1.9;23.2;6.5;12.9
2021-11-10 16:00;11.0;29.6;0.4;1.8;46.3;10.9;17.6
2021-11-10 17:00;14.4;45.5;0.6;1.7;75.7;19.8;21.1
2021-11-10 18:00;18.7;36.0;0.5;1.8;52.8;11.0;26.2
2021-11-10 19:00;16.4;30.3;0.5;1.8;42.6;8.1;21.8
2021-11-10 20:00;14.8;18.8;0.4;1.8;27.3;5.5;19.3
2021-11-10 21:00;15.2;13.0;0.4;1.7;17.6;3.0;19.5
2021-11-10 22:00;13.0;11.9;0.3;1.5;16.5;3.0;17.3
2021-11-10 23:00;11.4;8.4;0.3;1.4;12.3;2.5;15.4
2021-11-11 00:00;12.0;9.4;0.3;1.2;11.6;1.4;16.1
2021-11-11 01:00;11.1;7.1;0.3;1.1;8.8;1.1;15.1
2021-11-11 02:00;11.4;7.2;0.3;1.0;8.8;1.0;15.7
2021-11-11 03:00;14.8;13.4;0.3;0.9;15.5;1.4;19.7
2021-11-11 04:00;15.0;11.4;0.3;0.9;12.5;0.7;19.5
2021-11-11 05:00;17.0;10.4;0.3;0.9;11.6;0.8;22.3
2021-11-11 06:00;14.2;9.3;0.3;1.0;12.5;2.1;19.2
2021-11-11 07:00;15.0;9.9;0.3;1.0;13.1;2.0;20.7
2021-11-11 08:00;13.8;10.9;0.3;1.1;16.6;3.7;18.4
2021-11-11 09:00;13.4;8.9;0.3;1.0;14.7;3.8;17.5
2021-11-11 10:00;12.4;5.7;0.3;1.0;11.8;4.0;16.7
2021-11-11 11:00;12.8;6.8;0.3;1.0;13.5;4.4;17.1
2021-11-11 12:00;12.4;10.0;0.3;0.9;21.5;7.5;17.5
2021-11-11 13:00;12.8;11.6;0.3;0.9;21.9;6.7;17.7
2021-11-11 14:00;14.1;11.2;0.3; ;26.3;9.9;19.4
2021-11-11 15:00;17.0;12.6;0.3;1.0;26.1;8.8;22.6
2021-11-11 16:00;20.8;22.0;0.4;1.0;32.1;6.6;26.5
2021-11-11 17:00;28.2;24.3;0.4;1.1;34.3;6.6;34.4
2021-11-11 18:00;30.4;23.0;0.5;1.3;34.2;7.3;36.8
2021-11-11 19:00;35.0;32.0;0.6;1.4;46.2;9.3;41.4
2021-11-11 20:00;32.7;30.9;0.5;1.7;45.0;9.2;38.6
2021-11-11 21:00;33.1;27.9;0.5;1.8;34.7;4.5;39.4
2021-11-11 22:00;28.1;23.7;0.5;1.9;30.1;4.2;33.2
2021-11-11 23:00;23.5;17.8;0.4;1.8;22.7;3.2;28.3
2021-11-12 00:00;22.5;19.5;0.4;1.7;24.3;3.1;27.2
2021-11-12 01:00;22.0;14.0;0.4;1.6;18.2;2.7;26.8
2021-11-12 02:00;22.8;12.6;0.4;1.6;14.7;1.4;27.6
2021-11-12 03:00;32.2;14.5;0.5;1.6;18.9;2.9;37.4
2021-11-12 04:00;28.4;10.3;0.5;1.7;11.0;0.5;33.2
2021-11-12 05:00;27.5;14.4;0.5;1.6;20.2;3.8;32.4
2021-11-12 06:00;28.8;23.3;0.5;1.6;39.6;10.7;34.6
2021-11-12 07:00;35.9;33.7;0.6;1.6;76.6;28.1;42.7
2021-11-12 08:00;40.6;33.1;0.6;1.7;100.6;44.1;48.1
2021-11-12 09:00;38.5;28.1;0.6;1.7;109.1;53.0;46.3
2021-11-12 10:00;39.2;31.1;0.6;1.7;99.6;44.8;46.5
2021-11-12 11:00;47.0;32.6;0.6;1.7;111.9;51.8;55.3
2021-11-12 12:00;50.9;34.9;0.6;1.8;121.3;56.5;60.2
2021-11-12 13:00;51.5;35.9;0.6;1.8;102.0;43.2;59.7
2021-11-12 14:00;50.1;34.3;0.6;1.8;94.3;39.3;58.5
2021-11-12 15:00;52.1;41.1;0.6; ;96.9;36.5;60.7
2021-11-12 16:00;55.8;50.3;0.8;2.0;175.4;81.8;67.4
2021-11-12 17:00;59.4;55.6;0.8;2.2;180.5;81.6;71.4
2021-11-12 18:00;69.8;56.0;1.0;2.4;203.6;96.5;82.8
2021-11-12 19:00;68.9;41.0;0.8;2.6;125.5;55.2;79.6
2021-11-12 20:00;68.3;32.4;0.7;2.8;95.3;41.2;78.0
2021-11-12 21:00;67.6;32.5;0.8;2.9;111.4;51.6;78.9
2021-11-12 22:00;62.6;32.4;0.7;2.9;100.1;44.2;73.4
2021-11-12 23:00;53.9;32.7;0.7;3.0;86.7;35.4;61.5
2021-11-13 00:00;50.7;25.3;0.6;2.9;57.8;21.3;58.0
2021-11-13 01:00;50.3;20.1;0.6;2.9;43.8;15.5;56.9
2021-11-13 02:00;45.3;16.5;0.5;2.7;31.7;9.9;51.1
2021-11-13 03:00;44.2;17.1;0.5;2.5;34.8;11.5;50.0
2021-11-13 04:00;44.3;14.5;0.5;2.4;30.8;10.6;49.9
2021-11-13 05:00;40.9;15.8;0.5;2.4;36.0;13.2;47.4
2021-11-13 06:00;31.0;15.0;0.5;2.4;34.7;12.9;39.4
2021-11-13 07:00;29.4;22.2;0.6;2.3;99.9;50.8;34.7
2021-11-13 08:00;31.0;25.1;0.7;2.2;92.5;44.1;37.3
2021-11-13 09:00;34.5;21.7;0.7;2.4;104.2;53.9;40.3
2021-11-13 10:00;35.5;22.1;0.8;2.5;125.2;67.4;41.5
2021-11-13 11:00;36.8;23.9;0.8;2.8;133.5;71.6;44.0
2021-11-13 12:00;43.1;32.7;0.9;3.0;147.6;75.1;52.2
2021-11-13 13:00;49.5;34.1;0.8;3.2;137.7;67.7;60.9
2021-11-13 14:00;31.3;46.9;0.8;3.3;149.2;66.9;41.4
2021-11-13 15:00;56.6;50.9;0.9;3.4;156.2;68.9;69.5
2021-11-13 16:00;70.8;55.6;1.0; ;166.8;72.7;85.9
2021-11-13 17:00;89.9;54.8;1.2;4.0;177.4;80.2;107.0
2021-11-13 18:00;69.3;37.4;0.8;4.5;47.7;6.7;79.8
2021-11-13 19:00;88.8;64.7;1.3;4.7;208.0;93.7;102.3
2021-11-13 20:00;116.0;59.6;1.5;5.7;191.7;86.4;130.8
2021-11-13 21:00;118.7;50.3;1.6;6.5;210.8;104.9;133.2
2021-11-13 22:00;128.5;48.1;1.8;7.5;230.9;119.5;144.0
2021-11-13 23:00;119.7;42.8;1.5;8.3;157.4;74.9;132.7
2021-11-14 00:00;87.3;36.8;1.0;8.1;74.3;24.6;97.6
2021-11-14 01:00;60.7;27.6;0.7;7.3;48.6;13.7;68.0
2021-11-14 02:00;59.8;21.1;0.7;6.4;34.3;8.6;66.2
2021-11-14 03:00;54.2;17.4;0.6;5.6;27.1;6.4;60.5
2021-11-14 04:00;61.4;22.1;0.7;4.8;37.7;10.2;69.3
2021-11-14 05:00;63.8;27.4;0.7;4.4;42.5;9.9;73.1
2021-11-14 06:00;59.7;30.1;0.7;4.1;45.5;10.1;67.6
2021-11-14 07:00;56.3;27.1;0.7;3.8;38.6;7.5;63.8
2021-11-14 08:00;52.0;21.9;0.6;3.5;38.0;10.5;59.5
2021-11-14 09:00;51.9;30.3;0.7;3.3;69.2;25.4;59.2
2021-11-14 10:00;52.3;24.3;0.7;3.1;87.6;41.4;60.4
2021-11-14 11:00;47.7;19.1;0.6;3.0;50.5;20.5;55.5
2021-11-14 12:00;44.6;22.3;0.7;3.0;79.0;37.1;51.4
2021-11-14 13:00;42.8;33.4;0.7;2.8;92.2;38.5;50.5
2021-11-14 14:00;41.5;32.7;0.7;2.8;106.6;48.3;48.9
2021-11-14 15:00;37.5;29.7;0.7;2.8;97.0;44.0;44.0
2021-11-14 16:00;41.1;32.4;0.7;2.8;106.6;48.5;47.9
2021-11-14 17:00;64.4;39.8;1.0; ;150.8;72.6;74.1
2021-11-14 18:00;69.1;41.9;1.0;3.4;160.7;77.7;78.6
2021-11-14 19:00;63.8;37.1;1.2;3.7;144.8;70.4;73.1
2021-11-14 20:00;42.5;23.6;0.8;3.9;101.5;50.9;49.2
2021-11-14 21:00;35.0;24.9;0.8;3.7;98.8;48.3;40.9
2021-11-14 22:00;34.4;24.9;0.7;3.6;86.1;40.0;40.2
2021-11-14 23:00;33.5;16.8;0.6;3.4;42.7;16.9;40.2
2021-11-15 00:00;32.5;12.6;0.6;3.2;29.9;11.3;38.7
2021-11-15 01:00;29.7;12.1;0.5;2.9;22.0;6.5;35.0
2021-11-15 02:00;31.0;8.3;0.5;2.6;14.8;4.2;36.7
2021-11-15 03:00;34.0;7.7;0.5;2.3;15.2;4.9;39.6
2021-11-15 04:00;40.6;9.1;0.5;2.2;17.4;5.4;47.1
2021-11-15 05:00;46.8;14.5;0.5;2.1;39.8;16.5;55.6
2021-11-15 06:00;46.4;26.4;0.6;2.1;76.3;32.6;55.8
2021-11-15 07:00;45.8;31.9;0.9;2.1;205.7;113.6;55.3
2021-11-15 08:00;49.0;47.1;0.9;2.2;255.6;136.3;59.5
2021-11-15 09:00;49.5;40.8;1.0;2.4;254.0;139.4;60.7
2021-11-15 10:00;46.7;35.5;0.7;2.4;163.5;83.7;56.5
2021-11-15 11:00;43.0;27.9;0.7;2.3;131.2;67.5;52.0
2021-11-15 12:00;40.0;26.1;0.6;2.3;121.7;62.5;48.1
2021-11-15 13:00;39.0;27.5;0.6;2.2;148.8;79.3;47.5
2021-11-15 14:00;37.0;33.6;0.6;2.1;140.9;70.2;45.2
2021-11-15 15:00;40.2;39.5;0.8;2.1;184.8;95.0;49.6
2021-11-15 16:00;46.3;40.8;0.9;2.2;192.9;99.4;56.8
2021-11-15 17:00;62.0;39.8;0.9;2.4;148.7;71.2;74.4
2021-11-15 18:00;75.7;47.0;1.2; ;215.9;110.4;90.5
2021-11-15 19:00;67.5;42.1;1.1;3.5;199.4;102.9;79.8
2021-11-15 20:00;48.3;34.8;0.7;3.6;105.9;46.5;58.2
2021-11-15 21:00;56.5;31.3;0.8;3.7;99.5;44.6;66.8
2021-11-15 22:00;58.9;35.4;0.8;3.5;114.6;51.8;69.5
2021-11-15 23:00;54.9;36.3;0.8;3.7;117.8;53.3;64.2
2021-11-16 00:00;50.9;34.8;0.7;3.5;93.7;38.5;59.1
2021-11-16 01:00;46.0;22.3;0.6;3.4;46.5;15.8;52.9
2021-11-16 02:00;41.5;16.4;0.5;3.0;35.1;12.2;47.5
2021-11-16 03:00;40.6;19.4;0.5;2.8;38.5;12.5;47.0
2021-11-16 04:00;48.6;20.6;0.5;2.6;43.6;15.1;55.3
2021-11-16 05:00;46.4;28.4;0.6;2.5;113.3;55.5;53.3
2021-11-16 06:00;44.0;37.0;0.9;2.5;228.4;125.1;52.9
2021-11-16 07:00;55.3;59.4;1.6;2.7;560.7;327.8;69.1
2021-11-16 08:00;49.7;48.9;1.2;3.2;403.0;231.5;61.6
2021-11-16 09:00;53.0;49.5;1.1;3.3;423.1;244.2;63.6
2021-11-16 10:00;53.3;45.3;1.0;3.5;288.9;159.2;65.0
2021-11-16 11:00;47.8;33.9;0.9;3.8;186.5;99.8;59.0
2021-11-16 12:00;35.3;38.9;0.7;3.6;154.5;75.6;47.1
2021-11-16 13:00;16.4;26.9;0.4;3.5;72.4;29.7;24.4
2021-11-16 14:00;39.0;41.1;0.7;3.1;168.1;83.0;52.5
2021-11-16 15:00;47.1;41.4;0.8;3.0;168.4;83.0;60.5
2021-11-16 16:00;58.5;84.0;1.1;3.0;298.5;140.2;72.9
2021-11-16 17:00;68.4;59.0;1.1;3.3;265.3;134.9;84.3
2021-11-16 18:00;83.1;53.0;1.2;3.4;267.1;139.9;100.5
2021-11-16 19:00;92.0;47.1;1.2; ;215.9;110.3;108.4
2021-11-16 20:00;86.2;36.1;1.0;5.0;197.1;105.2;99.8
2021-11-16 21:00;88.3;35.1;1.0;5.4;150.0;75.2;101.1
2021-11-16 22:00;102.7;33.0;1.3;5.6;147.8;75.0;115.7
2021-11-16 23:00;108.1;26.8;1.3;6.1;123.2;63.0;121.1
2021-11-17 00:00;103.0;24.8;1.1;6.8;86.2;40.2;114.7
2021-11-17 01:00;87.5;24.4;0.9;6.6;51.8;17.9;103.8
2021-11-17 02:00;72.6;20.2;0.8;6.1;47.8;18.0;94.6
2021-11-17 03:00;53.5;17.1;0.6;5.4;30.2;8.6;84.6
2021-11-17 04:00;40.2;14.8;0.5;4.6;23.1;5.4;64.1
2021-11-17 05:00;33.3;13.9;0.5;4.0;42.3;18.6;54.7
2021-11-17 06:00;33.4;17.2;0.5;3.5;62.3;29.5;54.2
2021-11-17 07:00;34.5;28.5;0.7;3.2;161.9;87.2;55.1
2021-11-17 08:00;31.5;25.4;0.8;3.0;178.7;100.3;48.6
2021-11-17 09:00;36.0;28.3;1.0;3.0;275.6;161.7;46.0
2021-11-17 10:00;43.3;39.9;1.0;3.1;289.6;163.2;54.5
2021-11-17 11:00;45.0;29.0;0.9;3.3;266.5;155.3;57.9
2021-11-17 12:00;50.5;47.3;0.9;3.4;274.9;148.8;71.8
2021-11-17 13:00;58.0;44.9;1.0;3.6;266.9;145.1;74.6
2021-11-17 14:00;58.5;49.3;0.9;3.9;254.6;134.2;72.8
2021-11-17 15:00;61.4;48.7;1.2;4.0;301.4;165.2;78.3
2021-11-17 16:00;62.4;65.1;1.3;4.1;365.3;196.3;90.8
2021-11-17 17:00;63.5;57.1;1.4;4.6;340.0;185.0;94.4
2021-11-17 18:00;71.6;52.6;1.4;4.9;312.2;169.8;99.5
2021-11-17 19:00;94.7;39.0;1.4;5.5;171.3;86.5;117.2
2021-11-17 20:00;102.2;35.7;1.7; ;188.5;99.9;113.6
2021-11-17 21:00;100.0;34.1;1.6;7.7;150.5;76.1;110.4
2021-11-17 22:00;110.9;40.3;1.6;8.7;141.8;66.4;123.4
2021-11-17 23:00;102.2;39.1;1.3;9.2;74.7;23.3;113.4
2021-11-18 00:00;85.7;40.5;1.1;9.1;72.6;21.0;96.8
2021-11-18 01:00;79.9;35.4;1.0;8.7;41.4;3.9;88.5
2021-11-18 02:00;66.0;31.1;0.9;8.0;36.3;3.4;73.2
2021-11-18 03:00;39.4;18.0;0.5;7.0;21.4;2.2;45.5
2021-11-18 04:00;29.1;16.9;0.4;5.9;25.1;5.4;35.0
2021-11-18 05:00;25.4;22.6;0.4;4.8;39.3;10.9;31.2
2021-11-18 06:00;22.1;17.6;0.4;4.0;35.3;11.6;27.0
2021-11-18 07:00;19.4;19.0;0.5;3.4;103.6;55.4;24.9
2021-11-18 08:00;21.0;26.0;0.6;2.9;106.2;52.4;27.4
2021-11-18 09:00;18.5;23.0;0.6;2.6;132.7;71.7;23.0
2021-11-18 10:00;18.8;28.0;0.5;2.4;108.7;52.7;23.2
2021-11-18 11:00;17.4;26.6;0.5;2.1;98.4;47.0;22.1
2021-11-18 12:00;16.8;32.9;0.5;1.9;99.5;43.5;23.6
2021-11-18 13:00;16.3;40.4;0.5;1.7;102.7;40.7;21.0
2021-11-18 14:00;19.3;36.2;0.5;1.7;108.7;47.4;25.1
2021-11-18 15:00;18.5;53.7;0.5;1.5;125.6;46.9;25.3
2021-11-18 16:00;17.0;48.6;0.6;1.5;124.1;49.4;22.5
2021-11-18 17:00;22.6;53.5;0.6;1.5;134.0;52.6;28.5
2021-11-18 18:00;21.8;42.3;0.6;1.5;97.7;36.2;27.4
2021-11-18 19:00;20.0;33.4;0.5;1.6;74.7;27.0;25.7
2021-11-18 20:00;24.7;30.2;0.5;1.6;45.9;10.2;31.2
2021-11-18 21:00;25.7;24.7;0.5; ;43.8;12.5;33.5
2021-11-18 22:00;21.6;20.4;0.5;1.6;35.3;9.7;30.4
2021-11-18 23:00;16.8;14.9;0.4;1.6;22.1;4.7;23.7
2021-11-19 00:00;14.6;10.9;0.3;1.5;15.3;2.9;20.4
2021-11-19 01:00;13.3;7.8;0.3;1.4;10.7;1.9;18.2
2021-11-19 02:00;11.3;5.4;0.3;1.3;8.4;2.0;15.7
2021-11-19 03:00;11.3;4.9;0.3;1.1;5.7;0.5;15.2
2021-11-19 04:00;9.8;4.9;0.3;1.0;5.4;0.3;13.6
2021-11-19 05:00;9.4;6.7;0.3;0.9;9.6;1.9;13.2
2021-11-19 06:00;10.4;9.5;0.3;0.7;17.0;4.9;14.5
2021-11-19 07:00;10.1;16.6;0.4;0.6;37.2;13.5;13.8
2021-11-19 08:00;7.7;19.4;0.4;0.7;52.1;21.4;11.2
2021-11-19 09:00;6.6;31.7;0.5;0.7;97.3;42.9;10.2
2021-11-19 10:00;6.5;27.3;0.4;0.8;88.7;40.2;9.9
2021-11-19 11:00;6.7;35.2;0.5;0.9;131.8;63.2;10.2
2021-11-19 12:00;7.4;36.9;0.5; ;119.0;53.7;10.9
2021-11-19 13:00;7.8;30.0;0.6; ;120.2;59.0;11.3
2021-11-19 14:00;8.7;38.6;0.5; ;112.0;48.0;12.4
2021-11-19 15:00;9.3;39.7;0.7; ;149.8;72.0;13.0
2021-11-19 16:00;9.3;35.2;0.6; ;139.0;67.8;12.9
2021-11-19 17:00;11.5;38.3;0.6; ;125.4;57.0;15.2
2021-11-19 18:00;14.0;30.6;0.5; ;97.7;43.9;17.8
2021-11-19 19:00;20.3;25.7;0.4; ;67.5;27.3;24.4
2021-11-19 20:00;19.7;27.6;0.4; ;73.9;30.3;23.8
2021-11-19 21:00;17.7;22.1;0.4; ;59.3;24.3;21.5
2021-11-19 22:00;17.2;20.5;0.4; ;51.3;20.1;21.1
2021-11-19 23:00;12.3;16.1;0.3; ;39.7;15.4;16.0
2021-11-20 00:00;9.0;7.7;0.3; ;24.4;10.9;12.5
2021-11-20 01:00;7.3;6.8;0.3; ;15.2;5.5;10.7
2021-11-20 02:00;8.5;5.3;0.2; ;12.0;4.4;12.1
2021-11-20 03:00;12.4;4.3;0.2; ;10.1;3.8;16.4
2021-11-20 04:00;11.9;3.5;0.2; ;8.6;3.4;16.2
2021-11-20 05:00;12.5;4.7;0.2; ;10.7;3.9;16.5
2021-11-20 06:00;12.3;6.7;0.2; ;15.0;5.4;16.4
2021-11-20 07:00;10.3;7.6;0.2; ;24.1;10.8;14.3
2021-11-20 08:00;10.2;11.8;0.2; ;27.3;10.1;14.3
2021-11-20 09:00;9.7;11.7;0.3; ;35.8;15.7;13.7
2021-11-20 10:00;10.1;13.6;0.3; ;36.6;15.0;14.2
2021-11-20 11:00;12.1;15.6;0.3; ;54.8;25.6;17.2
2021-11-20 12:00;12.0;16.9;0.3; ;55.5;25.2;17.6
2021-11-20 13:00;11.8;17.2;0.3; ;50.3;21.6;18.2
2021-11-20 14:00;12.1;19.2;0.3; ;51.9;21.4;18.9
2021-11-20 15:00;12.2;19.6;0.3; ;54.1;22.5;18.5
2021-11-20 16:00;13.7;26.9;0.4; ;59.4;21.2;20.3
2021-11-20 17:00;15.0;24.0;0.4; ;56.2;21.1;20.5
2021-11-20 18:00;12.5;16.2;0.3; ;44.0;18.2;17.0
2021-11-20 19:00;19.9;19.7;0.4; ;43.6;15.6;24.6
2021-11-20 20:00;17.6;16.8;0.4; ;36.7;13.0;22.2
2021-11-20 21:00;15.7;13.3;0.4; ;26.5;8.7;20.2
2021-11-20 22:00;10.5;12.2;0.3; ;23.8;7.6;14.6
2021-11-20 23:00;10.3;12.2;0.3; ;21.2;5.9;14.2
2021-11-21 00:00;11.8;9.2;0.3; ;13.2;2.6;15.7
2021-11-21 01:00;14.1;9.4;0.4; ;13.1;2.4;18.2
2021-11-21 02:00;12.6;7.6;0.4; ;10.3;1.8;16.3
2021-11-21 03:00;11.2;7.2;0.4; ;10.5;2.2;14.8
2021-11-21 04:00;10.2;5.7;0.3; ;8.0;1.5;13.7
2021-11-21 05:00;11.3;6.6;0.3; ;8.9;1.5;14.9
2021-11-21 06:00;13.3;11.1;0.3; ;16.0;3.2;17.1
2021-11-21 07:00;13.4;9.9;0.3; ;14.6;3.0;17.2
2021-11-21 08:00;14.0;10.5;0.3; ;16.8;4.1;17.9
2021-11-21 09:00;13.7;9.2;0.3; ;17.3;5.3;17.7
2021-11-21 10:00;14.4;9.8;0.3; ;22.6;8.3;18.6
2021-11-21 11:00;11.9;5.5;0.3; ;14.3;5.7;16.0
2021-11-21 12:00;11.3;5.6;0.3; ;14.2;5.7;15.2
2021-11-21 13:00;11.0;4.4;0.3; ;13.9;6.2;15.1
2021-11-21 14:00;11.1;13.6;0.3; ;31.5;11.7;15.6
2021-11-21 15:00;13.2;9.1;0.3; ;21.3;8.0;17.5
2021-11-21 16:00;17.4;13.2;0.3; ;26.9;8.9;22.0
2021-11-21 17:00;19.6;14.5;0.4; ;23.5;5.9;24.1
2021-11-21 18:00;22.9;15.4;0.4; ;24.3;5.8;27.4
2021-11-21 19:00;21.3;16.7;0.4; ;27.3;6.9;25.9
2021-11-21 20:00;19.0;13.2;0.4; ;28.3;9.9;23.5
2021-11-21 21:00;18.7;12.7;0.4; ;26.7;9.2;22.9
2021-11-21 22:00;20.2;14.7;0.4; ;30.1;10.1;24.4
2021-11-21 23:00;20.3;11.1;0.4; ;13.6;1.6;24.4
2021-11-22 00:00;21.3;10.7;0.4; ;14.5;2.4;25.5
2021-11-22 01:00;20.5; ;0.4;   ;24.6;;
2021-11-22 02:00;20.2;7.9;0.4; ;9.5;1.0;24.2
2021-11-22 03:00;21.3;10.1;0.4; ;13.5;2.3;25.5
2021-11-22 04:00;23.1;9.5;0.4; ;11.0;1.0;27.6
2021-11-22 05:00;25.4;13.6;0.4; ;21.7;5.3;30.2
2021-11-22 06:00;31.5;24.7;0.4; ;37.7;8.5;36.9
2021-11-22 07:00;33.2;37.9;0.6; ;109.6;46.9;40.1
2021-11-22 08:00;35.0;40.9;0.7; ;139.4;64.4;42.7
2021-11-22 09:00;36.8;32.6;0.6; ;131.9;64.9;42.7
2021-11-22 10:00;35.7;29.8;0.6; ;107.4;50.7;41.8
2021-11-22 11:00;29.8;28.2;0.5; ;77.9;32.5;34.9
2021-11-22 12:00;24.1;29.1;0.5; ;82.8;35.1;29.0
2021-11-22 13:00;21.6;29.0;0.4; ;64.5;23.2;26.4
2021-11-22 14:00;19.9;46.0;0.7; ;166.5;78.8;25.0
2021-11-22 15:00;20.7;44.7;0.8; ;237.3;125.9;25.8
2021-11-22 16:00;22.8;52.2;0.8; ;253.6;131.7;27.9
2021-11-22 17:00;24.0;50.5;0.8; ;174.1;80.8;29.1
2021-11-22 18:00;28.9;42.5;0.6; ;138.2;62.6;34.4
2021-11-22 19:00;28.0;36.6;0.6; ;124.0;57.1;33.1
2021-11-22 20:00;31.6;38.2;0.6; ;112.8;48.7;37.0
2021-11-22 21:00;25.9;29.6;0.5; ;55.9;17.2;31.0
2021-11-22 22:00;29.8;29.7;0.6; ;71.0;27.0;35.1
2021-11-22 23:00;25.3;20.2;0.5; ;44.3;15.8;30.4
2021-11-23 00:00;26.6;16.4;0.4; ;23.4;4.6;31.8
2021-11-23 01:00;24.8;11.7;0.4; ;15.7;2.6;29.7
2021-11-23 02:00;22.6;9.0;0.4; ;11.8;1.8;27.3
2021-11-23 03:00;21.7;10.6;0.3; ;15.6;3.3;26.2
2021-11-23 04:00;24.4;11.6;0.3; ;14.5;1.9;29.2
2021-11-23 05:00;20.7;13.4;0.3; ;21.9;5.6;25.2
2021-11-23 06:00;24.0;19.5;0.3; ;37.7;11.9;29.1
2021-11-23 07:00;25.1;28.7;0.5; ;90.9;40.7;31.0
2021-11-23 08:00;23.2;39.5;0.5; ;119.0;52.0;30.0
2021-11-23 09:00;20.5;37.0;0.5; ;123.7;56.7;29.1
2021-11-23 10:00;12.3;32.8;0.4; ;93.4;39.6;19.6
2021-11-23 11:00;7.1; ;0.4;   ;13.7;;
2021-11-23 12:00;5.1;21.6;0.3; ;61.9;26.3;10.5
2021-11-23 13:00;7.5;32.0;0.4; ;93.4;40.1;15.3
2021-11-23 14:00;8.8;39.8;0.5; ;111.7;47.0;18.0
2021-11-23 15:00;10.5;38.7;0.5; ;104.0;42.7;19.4
2021-11-23 16:00;11.5;48.2;0.5; ;135.0;56.8;19.6
2021-11-23 17:00;13.6;44.8;0.5; ;106.0;40.0;22.4
2021-11-23 18:00;17.0;42.3;0.5; ;90.6;31.6;25.2
2021-11-23 19:00;19.6;39.7;0.5; ;79.9;26.3;25.4
2021-11-23 20:00;21.7;35.5;0.5; ;61.5;17.0;27.6
2021-11-23 21:00;25.2;30.9;0.5; ;58.9;18.3;32.2
2021-11-23 22:00;25.4;29.2;0.5; ;55.7;17.4;30.9
2021-11-23 23:00;25.5;27.3;0.4; ;48.7;14.0;31.0
2021-11-24 00:00;24.8;22.0;0.4; ;32.1;6.6;29.7
2021-11-24 01:00;26.3;18.1;0.4; ;24.3;4.0;31.7
2021-11-24 02:00;27.0;15.0;0.4; ;18.4;2.2;32.5
2021-11-24 03:00;29.7;16.8;0.4; ;18.8;1.3;35.4
